,invoice_id,customer_id,invoice_date,billing_address,billing_city,billing_state,billing_country,billing_postal_code,total,latlon,weather_json,weather_desc,weather_state,precipitation,FeelsLikeF
20,21,55,2009-04-04,421 Bourke Street,Sidney,NSW,Australia,2010,1.98,"(-33.8821, 151.2151)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'22', u'FeelsLikeF': u'77', u'FeelsLikeC': u'25', u'DewPointC': u'20', u'windspeedMiles': u'14', u'DewPointF': u'67', u'HeatIndexF': u'77', u'cloudcover': u'71', u'HeatIndexC': u'25', u'precipMM': u'1.2', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'}], u'WindGustMiles': u'16', u'pressure': u'1019', u'WindGustKmph': u'26', u'weatherDesc': [{u'value': u'Patchy light drizzle'}], u'winddir16Point': u'S', u'weatherCode': u'263', u'tempC': u'23', u'tempF': u'73', u'WindChillF': u'73', u'WindChillC': u'23', u'winddirDegree': u'172', u'humidity': u'82', u'visibility': u'5', u'time': u'24'}], u'maxtempF': u'73', u'mintempF': u'65', u'mintempC': u'18', u'maxtempC': u'23', u'date': u'2009-04-04', u'astronomy': [{u'sunset': u'06:46 PM', u'moonset': u'01:00 AM', u'moonrise': u'03:30 PM', u'sunrise': u'07:09 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -33.88 and Lon 151.22', u'type': u'LatLon'}]}}",Patchy light drizzle,Clouds,1.2,77.0
21,22,57,2009-04-04,"Calle Lira, 198",Santiago,,Chile,,1.98,"(-33.45, -70.6666667)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'13', u'FeelsLikeF': u'56', u'FeelsLikeC': u'14', u'DewPointC': u'-5', u'windspeedMiles': u'8', u'DewPointF': u'22', u'HeatIndexF': u'57', u'cloudcover': u'2', u'HeatIndexC': u'14', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'10', u'pressure': u'1016', u'WindGustKmph': u'15', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'WNW', u'weatherCode': u'113', u'tempC': u'23', u'tempF': u'73', u'WindChillF': u'56', u'WindChillC': u'14', u'winddirDegree': u'297', u'humidity': u'26', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'73', u'mintempF': u'40', u'mintempC': u'4', u'maxtempC': u'23', u'date': u'2009-04-04', u'astronomy': [{u'sunset': u'07:34 PM', u'moonset': u'02:31 AM', u'moonrise': u'04:39 PM', u'sunrise': u'07:57 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -33.45 and Lon -70.67', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,56.0
22,23,59,2009-04-05,"3,Raj Bhavan Road",Bangalore,,India,560001,3.96,"(12.2667, 76.6833)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'11', u'FeelsLikeF': u'87', u'FeelsLikeC': u'31', u'DewPointC': u'17', u'windspeedMiles': u'7', u'DewPointF': u'63', u'HeatIndexF': u'87', u'cloudcover': u'0', u'HeatIndexC': u'31', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'2', u'pressure': u'1014', u'WindGustKmph': u'4', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'SSE', u'weatherCode': u'113', u'tempC': u'38', u'tempF': u'100', u'WindChillF': u'85', u'WindChillC': u'30', u'winddirDegree': u'153', u'humidity': u'48', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'100', u'mintempF': u'70', u'mintempC': u'21', u'maxtempC': u'38', u'date': u'2009-04-05', u'astronomy': [{u'sunset': u'06:35 PM', u'moonset': u'02:52 AM', u'moonrise': u'02:53 PM', u'sunrise': u'06:17 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 12.27 and Lon 76.68', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,87.0
23,24,4,2009-04-06,Ullevålsveien 14,Oslo,,Norway,0171,5.94,"(59.9127, 10.7461)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'14', u'FeelsLikeF': u'45', u'FeelsLikeC': u'7', u'DewPointC': u'6', u'windspeedMiles': u'9', u'DewPointF': u'44', u'HeatIndexF': u'49', u'cloudcover': u'16', u'HeatIndexC': u'9', u'precipMM': u'1.2', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'}], u'WindGustMiles': u'10', u'pressure': u'1014', u'WindGustKmph': u'15', u'weatherDesc': [{u'value': u'Patchy rain nearby'}], u'winddir16Point': u'W', u'weatherCode': u'176', u'tempC': u'9', u'tempF': u'49', u'WindChillF': u'45', u'WindChillC': u'7', u'winddirDegree': u'262', u'humidity': u'83', u'visibility': u'9', u'time': u'24'}], u'maxtempF': u'49', u'mintempF': u'35', u'mintempC': u'2', u'maxtempC': u'9', u'date': u'2009-04-06', u'astronomy': [{u'sunset': u'07:13 PM', u'moonset': u'04:32 AM', u'moonrise': u'03:15 PM', u'sunrise': u'05:28 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 59.91 and Lon 10.75', u'type': u'LatLon'}]}}",Patchy rain nearby,Rain,1.2,45.0
24,25,10,2009-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,"(-7.5166667, -38.6)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'11', u'FeelsLikeF': u'97', u'FeelsLikeC': u'36', u'DewPointC': u'21', u'windspeedMiles': u'7', u'DewPointF': u'69', u'HeatIndexF': u'97', u'cloudcover': u'46', u'HeatIndexC': u'36', u'precipMM': u'17.4', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'}], u'WindGustMiles': u'3', u'pressure': u'1010', u'WindGustKmph': u'5', u'weatherDesc': [{u'value': u'Patchy rain nearby'}], u'winddir16Point': u'ENE', u'weatherCode': u'176', u'tempC': u'33', u'tempF': u'91', u'WindChillF': u'91', u'WindChillC': u'33', u'winddirDegree': u'75', u'humidity': u'49', u'visibility': u'9', u'time': u'24'}], u'maxtempF': u'91', u'mintempF': u'70', u'mintempC': u'21', u'maxtempC': u'33', u'date': u'2009-04-09', u'astronomy': [{u'sunset': u'05:35 PM', u'moonset': u'05:21 AM', u'moonrise': u'05:33 PM', u'sunrise': u'05:37 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -7.52 and Lon -38.60', u'type': u'LatLon'}]}}",Patchy rain nearby,Rain,17.4,97.0
25,26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,"(37.318, -122.0449)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'37', u'FeelsLikeF': u'46', u'FeelsLikeC': u'8', u'DewPointC': u'-3', u'windspeedMiles': u'23', u'DewPointF': u'27', u'HeatIndexF': u'52', u'cloudcover': u'6', u'HeatIndexC': u'11', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'23', u'pressure': u'1015', u'WindGustKmph': u'36', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'NW', u'weatherCode': u'113', u'tempC': u'13', u'tempF': u'56', u'WindChillF': u'46', u'WindChillC': u'8', u'winddirDegree': u'313', u'humidity': u'38', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'56', u'mintempF': u'43', u'mintempC': u'6', u'maxtempC': u'13', u'date': u'2009-04-14', u'astronomy': [{u'sunset': u'07:43 PM', u'moonset': u'09:37 AM', u'moonrise': u'12:19 AM', u'sunrise': u'06:34 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 37.32 and Lon -122.04', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,46.0
26,27,33,2009-04-22,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,0.99,"(62.45, -114.35)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'21', u'FeelsLikeF': u'16', u'FeelsLikeC': u'-9', u'DewPointC': u'-9', u'windspeedMiles': u'13', u'DewPointF': u'17', u'HeatIndexF': u'27', u'cloudcover': u'5', u'HeatIndexC': u'-3', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'14', u'pressure': u'1018', u'WindGustKmph': u'23', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'N', u'weatherCode': u'113', u'tempC': u'-1', u'tempF': u'29', u'WindChillF': u'16', u'WindChillC': u'-9', u'winddirDegree': u'10', u'humidity': u'65', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'29', u'mintempF': u'21', u'mintempC': u'-6', u'maxtempC': u'-1', u'date': u'2009-04-22', u'astronomy': [{u'sunset': u'09:25 PM', u'moonset': u'06:34 PM', u'moonrise': u'05:00 AM', u'sunrise': u'05:49 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 62.45 and Lon -114.35', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,16.0
27,28,34,2009-05-05,Rua da Assunção 53,Lisbon,,Portugal,,1.98,"(38.7166667, -9.1333333)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'17', u'FeelsLikeF': u'80', u'FeelsLikeC': u'27', u'DewPointC': u'16', u'windspeedMiles': u'10', u'DewPointF': u'61', u'HeatIndexF': u'80', u'cloudcover': u'3', u'HeatIndexC': u'27', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'2', u'pressure': u'1022', u'WindGustKmph': u'3', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'WSW', u'weatherCode': u'113', u'tempC': u'26', u'tempF': u'79', u'WindChillF': u'79', u'WindChillC': u'26', u'winddirDegree': u'247', u'humidity': u'55', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'79', u'mintempF': u'62', u'mintempC': u'16', u'maxtempC': u'26', u'date': u'2009-05-05', u'astronomy': [{u'sunset': u'07:33 PM', u'moonset': u'03:17 AM', u'moonrise': u'04:05 PM', u'sunrise': u'05:35 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 38.72 and Lon -9.13', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,80.0
28,29,36,2009-05-05,Tauentzienstraße 8,Berlin,,Germany,10789,1.98,"(52.5024, 13.341)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'21', u'FeelsLikeF': u'45', u'FeelsLikeC': u'7', u'DewPointC': u'5', u'windspeedMiles': u'13', u'DewPointF': u'40', u'HeatIndexF': u'50', u'cloudcover': u'100', u'HeatIndexC': u'10', u'precipMM': u'3.7', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'}], u'WindGustMiles': u'19', u'pressure': u'1016', u'WindGustKmph': u'31', u'weatherDesc': [{u'value': u'Light rain'}], u'winddir16Point': u'SW', u'weatherCode': u'296', u'tempC': u'10', u'tempF': u'51', u'WindChillF': u'45', u'WindChillC': u'7', u'winddirDegree': u'232', u'humidity': u'69', u'visibility': u'9', u'time': u'24'}], u'maxtempF': u'51', u'mintempF': u'48', u'mintempC': u'9', u'maxtempC': u'10', u'date': u'2009-05-05', u'astronomy': [{u'sunset': u'07:40 PM', u'moonset': u'02:41 AM', u'moonrise': u'03:43 PM', u'sunrise': u'04:27 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 52.50 and Lon 13.34', u'type': u'LatLon'}]}}",Light rain,Rain,3.7,45.0
29,30,38,2009-05-06,Barbarossastraße 19,Berlin,,Germany,10779,3.96,"(52.4902, 13.3452)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'33', u'FeelsLikeF': u'46', u'FeelsLikeC': u'8', u'DewPointC': u'10', u'windspeedMiles': u'21', u'DewPointF': u'49', u'HeatIndexF': u'52', u'cloudcover': u'100', u'HeatIndexC': u'11', u'precipMM': u'9.9', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'}], u'WindGustMiles': u'30', u'pressure': u'1009', u'WindGustKmph': u'48', u'weatherDesc': [{u'value': u'Light rain'}], u'winddir16Point': u'W', u'weatherCode': u'296', u'tempC': u'14', u'tempF': u'58', u'WindChillF': u'46', u'WindChillC': u'8', u'winddirDegree': u'264', u'humidity': u'90', u'visibility': u'9', u'time': u'24'}], u'maxtempF': u'58', u'mintempF': u'41', u'mintempC': u'5', u'maxtempC': u'14', u'date': u'2009-05-06', u'astronomy': [{u'sunset': u'07:42 PM', u'moonset': u'02:54 AM', u'moonrise': u'05:01 PM', u'sunrise': u'04:26 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 52.49 and Lon 13.35', u'type': u'LatLon'}]}}",Light rain,Rain,9.9,46.0
30,31,42,2009-05-07,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,"(44.8404, -0.5805)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'15', u'FeelsLikeF': u'70', u'FeelsLikeC': u'21', u'DewPointC': u'14', u'windspeedMiles': u'9', u'DewPointF': u'57', u'HeatIndexF': u'76', u'cloudcover': u'8', u'HeatIndexC': u'25', u'precipMM': u'1.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'11', u'pressure': u'1018', u'WindGustKmph': u'18', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'W', u'weatherCode': u'113', u'tempC': u'21', u'tempF': u'70', u'WindChillF': u'70', u'WindChillC': u'21', u'winddirDegree': u'262', u'humidity': u'64', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'70', u'mintempF': u'52', u'mintempC': u'11', u'maxtempC': u'21', u'date': u'2009-05-07', u'astronomy': [{u'sunset': u'08:15 PM', u'moonset': u'04:23 AM', u'moonrise': u'06:55 PM', u'sunrise': u'05:44 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 44.84 and Lon -0.58', u'type': u'LatLon'}]}}",Sunny,Sun,1.0,70.0
31,32,48,2009-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,"(52.3666, 4.9027)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'24', u'FeelsLikeF': u'61', u'FeelsLikeC': u'16', u'DewPointC': u'8', u'windspeedMiles': u'15', u'DewPointF': u'47', u'HeatIndexF': u'61', u'cloudcover': u'31', u'HeatIndexC': u'16', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'5', u'pressure': u'1021', u'WindGustKmph': u'8', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'NE', u'weatherCode': u'116', u'tempC': u'16', u'tempF': u'61', u'WindChillF': u'61', u'WindChillC': u'16', u'winddirDegree': u'43', u'humidity': u'60', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'61', u'mintempF': u'48', u'mintempC': u'9', u'maxtempC': u'16', u'date': u'2009-05-10', u'astronomy': [{u'sunset': u'08:21 PM', u'moonset': u'04:52 AM', u'moonrise': u'10:34 PM', u'sunrise': u'04:53 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 52.37 and Lon 4.90', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.0,61.0
32,33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,"(-33.45, -70.6666667)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'20', u'FeelsLikeF': u'50', u'FeelsLikeC': u'10', u'DewPointC': u'5', u'windspeedMiles': u'12', u'DewPointF': u'42', u'HeatIndexF': u'50', u'cloudcover': u'3', u'HeatIndexC': u'10', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'6', u'pressure': u'1015', u'WindGustKmph': u'10', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'ENE', u'weatherCode': u'113', u'tempC': u'17', u'tempF': u'63', u'WindChillF': u'50', u'WindChillC': u'10', u'winddirDegree': u'67', u'humidity': u'72', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'63', u'mintempF': u'35', u'mintempC': u'2', u'maxtempC': u'17', u'date': u'2009-05-15', u'astronomy': [{u'sunset': u'06:50 PM', u'moonset': u'01:36 PM', u'moonrise': u'No moonrise', u'sunrise': u'08:27 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -33.45 and Lon -70.67', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,50.0
33,34,12,2009-05-23,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,0.99,"(61.16667, -149.25056)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'15', u'FeelsLikeF': u'45', u'FeelsLikeC': u'7', u'DewPointC': u'-1', u'windspeedMiles': u'10', u'DewPointF': u'30', u'HeatIndexF': u'49', u'cloudcover': u'46', u'HeatIndexC': u'9', u'precipMM': u'0.6', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'10', u'pressure': u'1017', u'WindGustKmph': u'16', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'E', u'weatherCode': u'116', u'tempC': u'10', u'tempF': u'49', u'WindChillF': u'45', u'WindChillC': u'7', u'winddirDegree': u'93', u'humidity': u'48', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'49', u'mintempF': u'28', u'mintempC': u'-2', u'maxtempC': u'10', u'date': u'2009-05-23', u'astronomy': [{u'sunset': u'10:59 PM', u'moonset': u'11:21 PM', u'moonrise': u'03:43 AM', u'sunrise': u'04:50 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 61.17 and Lon -149.25', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.6,45.0
34,35,13,2009-06-05,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,1.98,"(-10.0, -55.0)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'6', u'FeelsLikeF': u'91', u'FeelsLikeC': u'33', u'DewPointC': u'19', u'windspeedMiles': u'4', u'DewPointF': u'67', u'HeatIndexF': u'91', u'cloudcover': u'17', u'HeatIndexC': u'33', u'precipMM': u'4.7', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'4', u'pressure': u'1016', u'WindGustKmph': u'7', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'E', u'weatherCode': u'113', u'tempC': u'31', u'tempF': u'87', u'WindChillF': u'87', u'WindChillC': u'31', u'winddirDegree': u'100', u'humidity': u'50', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'87', u'mintempF': u'70', u'mintempC': u'21', u'maxtempC': u'31', u'date': u'2009-06-05', u'astronomy': [{u'sunset': u'05:26 PM', u'moonset': u'03:54 AM', u'moonrise': u'03:45 PM', u'sunrise': u'05:52 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -10.00 and Lon -55.00', u'type': u'LatLon'}]}}",Sunny,Sun,4.7,91.0
35,36,15,2009-06-05,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,1.98,"(49.25, -123.133333)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'11', u'FeelsLikeF': u'70', u'FeelsLikeC': u'21', u'DewPointC': u'13', u'windspeedMiles': u'7', u'DewPointF': u'56', u'HeatIndexF': u'76', u'cloudcover': u'4', u'HeatIndexC': u'25', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'5', u'pressure': u'1009', u'WindGustKmph': u'8', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'SW', u'weatherCode': u'113', u'tempC': u'23', u'tempF': u'73', u'WindChillF': u'70', u'WindChillC': u'21', u'winddirDegree': u'226', u'humidity': u'61', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'73', u'mintempF': u'54', u'mintempC': u'12', u'maxtempC': u'23', u'date': u'2009-06-05', u'astronomy': [{u'sunset': u'09:14 PM', u'moonset': u'03:23 AM', u'moonrise': u'07:55 PM', u'sunrise': u'05:09 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 49.25 and Lon -123.13', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,70.0
36,37,17,2009-06-06,1 Microsoft Way,Redmond,WA,USA,98052-8300,3.96,"(47.6741667, -122.1202778)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'10', u'FeelsLikeF': u'62', u'FeelsLikeC': u'17', u'DewPointC': u'11', u'windspeedMiles': u'6', u'DewPointF': u'52', u'HeatIndexF': u'62', u'cloudcover': u'49', u'HeatIndexC': u'17', u'precipMM': u'0.6', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'}], u'WindGustMiles': u'7', u'pressure': u'1010', u'WindGustKmph': u'11', u'weatherDesc': [{u'value': u'Patchy light drizzle'}], u'winddir16Point': u'SSW', u'weatherCode': u'263', u'tempC': u'19', u'tempF': u'66', u'WindChillF': u'62', u'WindChillC': u'17', u'winddirDegree': u'210', u'humidity': u'70', u'visibility': u'5', u'time': u'24'}], u'maxtempF': u'66', u'mintempF': u'49', u'mintempC': u'9', u'maxtempC': u'19', u'date': u'2009-06-06', u'astronomy': [{u'sunset': u'09:03 PM', u'moonset': u'03:59 AM', u'moonrise': u'08:46 PM', u'sunrise': u'05:12 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 47.67 and Lon -122.12', u'type': u'LatLon'}]}}",Patchy light drizzle,Clouds,0.6,62.0
37,38,21,2009-06-07,801 W 4th Street,Reno,NV,USA,89503,5.94,"(39.5354, -119.8374)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'13', u'FeelsLikeF': u'65', u'FeelsLikeC': u'18', u'DewPointC': u'6', u'windspeedMiles': u'8', u'DewPointF': u'42', u'HeatIndexF': u'65', u'cloudcover': u'20', u'HeatIndexC': u'18', u'precipMM': u'1.8', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'3', u'pressure': u'1013', u'WindGustKmph': u'4', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'NW', u'weatherCode': u'113', u'tempC': u'19', u'tempF': u'66', u'WindChillF': u'65', u'WindChillC': u'18', u'winddirDegree': u'315', u'humidity': u'43', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'66', u'mintempF': u'41', u'mintempC': u'5', u'maxtempC': u'19', u'date': u'2009-06-07', u'astronomy': [{u'sunset': u'08:25 PM', u'moonset': u'05:07 AM', u'moonrise': u'08:55 PM', u'sunrise': u'05:32 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 39.54 and Lon -119.84', u'type': u'LatLon'}]}}",Sunny,Sun,1.8,65.0
38,39,27,2009-06-10,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,"(32.2474, -110.9491)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'23', u'FeelsLikeF': u'79', u'FeelsLikeC': u'26', u'DewPointC': u'3', u'windspeedMiles': u'15', u'DewPointF': u'37', u'HeatIndexF': u'79', u'cloudcover': u'3', u'HeatIndexC': u'26', u'precipMM': u'3.8', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'13', u'pressure': u'1011', u'WindGustKmph': u'21', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'WSW', u'weatherCode': u'113', u'tempC': u'31', u'tempF': u'88', u'WindChillF': u'83', u'WindChillC': u'28', u'winddirDegree': u'238', u'humidity': u'19', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'88', u'mintempF': u'60', u'mintempC': u'16', u'maxtempC': u'31', u'date': u'2009-06-10', u'astronomy': [{u'sunset': u'07:31 PM', u'moonset': u'07:37 AM', u'moonrise': u'10:02 PM', u'sunrise': u'05:17 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 32.25 and Lon -110.95', u'type': u'LatLon'}]}}",Sunny,Sun,3.8,79.0
